Date,Genre,artist,lastPos,peakPos,rank,title,weeks
2016-11-20,pop-songs,The Weeknd Featuring Daft Punk,4.0,3.0,4.0,Starboy,21.0
2016-11-20,pop-songs,Ariana Grande Featuring Nicki Minaj,8.0,1.0,5.0,Side To Side,24.0
2016-11-20,pop-songs,gnash Featuring Olivia O'Brien,5.0,5.0,6.0,I Hate U I Love U,25.0
2016-11-20,pop-songs,Bruno Mars,6.0,5.0,7.0,24K Magic,20.0
2016-11-20,pop-songs,Alessia Cara,9.0,1.0,8.0,Scars To Your Beautiful,33.0
2016-11-20,pop-songs,Hailee Steinfeld & Grey Featuring Zedd,11.0,5.0,9.0,Starving,28.0
2016-11-20,pop-songs,Maroon 5 Featuring Kendrick Lamar,12.0,1.0,10.0,Don't Wanna Know,23.0
2016-11-20,pop-songs,Kiiara,7.0,5.0,11.0,Gold,27.0
2016-11-20,pop-songs,Sia Featuring Kendrick Lamar,14.0,10.0,12.0,The Greatest,20.0
2016-11-20,pop-songs,Major Lazer Featuring Justin Bieber & MO,10.0,1.0,13.0,Cold Water,20.0
2016-11-20,pop-songs,X Ambassadors,16.0,10.0,14.0,Unsteady,20.0
2016-11-20,pop-songs,Shawn Mendes,13.0,3.0,15.0,Treat You Better,24.0
2016-11-20,pop-songs,Jon Bellion,17.0,10.0,16.0,All Time Low,26.0
2016-11-20,pop-songs,Niall Horan,18.0,12.0,17.0,This Town,20.0
2016-11-20,pop-songs,Martin Garrix & Bebe Rexha,20.0,16.0,18.0,In The Name Of Love,18.0
2016-11-20,pop-songs,Fifth Harmony,21.0,19.0,19.0,That's My Girl,12.0
2016-11-20,pop-songs,Rihanna,24.0,3.0,20.0,Love On The Brain,28.0
2016-11-20,pop-songs,Shawn Mendes,30.0,6.0,21.0,Mercy,25.0
2016-11-20,pop-songs,D.R.A.M. Featuring Lil Yachty,22.0,22.0,22.0,Broccoli,12.0
2016-11-20,pop-songs,Kanye West,28.0,23.0,23.0,Fade,10.0
2016-11-20,pop-songs,Frenship & Emily Warren,27.0,24.0,24.0,Capsize,15.0
2016-11-20,pop-songs,Pitbull Featuring Flo Rida & LunchMoney Lewis,25.0,22.0,25.0,Greenlight,13.0
2016-11-20,pop-songs,John Legend,29.0,19.0,26.0,Love Me Now,19.0
2016-11-20,pop-songs,Machine Gun Kelly x Camila Cabello,36.0,1.0,27.0,Bad Things,23.0
2016-11-20,pop-songs,Zara Larsson,32.0,26.0,28.0,Ain't My Fault,9.0
2016-11-20,pop-songs,Nick Fradiani,31.0,29.0,29.0,All On You,14.0
2016-11-20,pop-songs,Dua Lipa,33.0,23.0,30.0,Blow Your Mind (Mwah),14.0
2016-11-20,pop-songs,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",23.0,21.0,31.0,Sucker For Pain,14.0
2016-11-20,pop-songs,DNCE,34.0,30.0,32.0,Body Moves,7.0
2016-11-20,pop-songs,Zay Hilfigerrr & Zayion McCall,37.0,30.0,33.0,Juju On That Beat (TZ Anthem),6.0
2016-11-20,pop-songs,Calvin Harris,19.0,12.0,34.0,My Way,9.0
2016-11-20,pop-songs,OneRepublic,0.0,27.0,35.0,Kids,9.0
2016-11-20,pop-songs,Tory Lanez,35.0,19.0,36.0,Luv,16.0
2016-11-20,pop-songs,Deorro Featuring Pitbull & Elvis Crespo,38.0,37.0,37.0,Bailar,4.0
2016-11-20,pop-songs,Hey Violet,0.0,20.0,38.0,Guys My Age,17.0
2016-11-20,pop-songs,Jordan Fisher,39.0,39.0,39.0,Lookin' Like That,4.0
2016-11-20,pop-songs,Bastille,40.0,40.0,40.0,Good Grief,2.0
2016-11-27,pop-songs,The Chainsmokers Featuring Halsey,1.0,1.0,1.0,Closer,30.0
2016-11-27,pop-songs,DJ Snake Featuring Justin Bieber,2.0,2.0,2.0,Let Me Love You,23.0
2016-11-27,pop-songs,The Weeknd Featuring Daft Punk,4.0,3.0,3.0,Starboy,21.0
2016-11-27,pop-songs,Ariana Grande Featuring Nicki Minaj,5.0,1.0,4.0,Side To Side,24.0
2016-11-27,pop-songs,twenty one pilots,3.0,2.0,5.0,Heathens,21.0
2016-11-27,pop-songs,gnash Featuring Olivia O'Brien,6.0,5.0,6.0,I Hate U I Love U,25.0
2016-11-27,pop-songs,Bruno Mars,7.0,5.0,7.0,24K Magic,20.0
2016-11-27,pop-songs,Alessia Cara,8.0,1.0,8.0,Scars To Your Beautiful,33.0
2016-11-27,pop-songs,Hailee Steinfeld & Grey Featuring Zedd,9.0,5.0,9.0,Starving,28.0
2016-11-27,pop-songs,Maroon 5 Featuring Kendrick Lamar,10.0,1.0,10.0,Don't Wanna Know,23.0
2016-11-27,pop-songs,X Ambassadors,14.0,10.0,11.0,Unsteady,20.0
2016-11-27,pop-songs,Sia Featuring Kendrick Lamar,12.0,10.0,12.0,The Greatest,20.0
2016-11-27,pop-songs,Major Lazer Featuring Justin Bieber & MO,13.0,1.0,13.0,Cold Water,20.0
2016-11-27,pop-songs,Kiiara,11.0,5.0,14.0,Gold,27.0
2016-11-27,pop-songs,Shawn Mendes,15.0,3.0,15.0,Treat You Better,24.0
2016-11-27,pop-songs,Jon Bellion,16.0,10.0,16.0,All Time Low,26.0
2016-11-27,pop-songs,Niall Horan,17.0,12.0,17.0,This Town,20.0
2016-11-27,pop-songs,Martin Garrix & Bebe Rexha,18.0,16.0,18.0,In The Name Of Love,18.0
2016-11-27,pop-songs,Rihanna,20.0,3.0,19.0,Love On The Brain,28.0
2016-11-27,pop-songs,Fifth Harmony,19.0,19.0,20.0,That's My Girl,12.0
2016-11-27,pop-songs,Shawn Mendes,21.0,6.0,21.0,Mercy,25.0
2016-11-27,pop-songs,Machine Gun Kelly x Camila Cabello,27.0,1.0,22.0,Bad Things,23.0
2016-11-27,pop-songs,D.R.A.M. Featuring Lil Yachty,22.0,22.0,23.0,Broccoli,12.0
2016-11-27,pop-songs,Pitbull Featuring Flo Rida & LunchMoney Lewis,25.0,22.0,24.0,Greenlight,13.0
2016-11-27,pop-songs,Frenship & Emily Warren,24.0,24.0,25.0,Capsize,15.0
2016-11-27,pop-songs,John Legend,26.0,19.0,26.0,Love Me Now,19.0
2016-11-27,pop-songs,Kanye West,23.0,23.0,27.0,Fade,10.0
2016-11-27,pop-songs,Zara Larsson,28.0,26.0,28.0,Ain't My Fault,9.0
2016-11-27,pop-songs,Dua Lipa,30.0,23.0,29.0,Blow Your Mind (Mwah),14.0
2016-11-27,pop-songs,DNCE,32.0,30.0,30.0,Body Moves,7.0
2016-11-27,pop-songs,Zay Hilfigerrr & Zayion McCall,33.0,30.0,31.0,Juju On That Beat (TZ Anthem),6.0
2016-11-27,pop-songs,Adele,0.0,18.0,32.0,Water Under The Bridge,20.0
2016-11-27,pop-songs,OneRepublic,35.0,27.0,33.0,Kids,9.0
2016-11-27,pop-songs,Nick Fradiani,29.0,29.0,34.0,All On You,14.0
2016-11-27,pop-songs,Rae Sremmurd Featuring Gucci Mane,0.0,13.0,35.0,Black Beatles,16.0
2016-11-27,pop-songs,Hey Violet,38.0,20.0,36.0,Guys My Age,17.0
2016-11-27,pop-songs,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",31.0,21.0,37.0,Sucker For Pain,14.0
2016-11-27,pop-songs,Tory Lanez,36.0,19.0,38.0,Luv,16.0
2016-11-27,pop-songs,Jordan Fisher,39.0,39.0,39.0,Lookin' Like That,4.0
2016-11-27,pop-songs,Deorro Featuring Pitbull & Elvis Crespo,37.0,37.0,40.0,Bailar,4.0
2016-12-04,pop-songs,The Chainsmokers Featuring Halsey,1.0,1.0,1.0,Closer,30.0
2016-12-04,pop-songs,DJ Snake Featuring Justin Bieber,2.0,2.0,2.0,Let Me Love You,23.0
2016-12-04,pop-songs,Ariana Grande Featuring Nicki Minaj,4.0,1.0,3.0,Side To Side,24.0
2016-12-04,pop-songs,The Weeknd Featuring Daft Punk,3.0,3.0,4.0,Starboy,21.0
2016-12-04,pop-songs,Bruno Mars,7.0,5.0,5.0,24K Magic,20.0
2016-12-04,pop-songs,gnash Featuring Olivia O'Brien,6.0,5.0,6.0,I Hate U I Love U,25.0
2016-12-04,pop-songs,Alessia Cara,8.0,1.0,7.0,Scars To Your Beautiful,33.0
2016-12-04,pop-songs,twenty one pilots,5.0,2.0,8.0,Heathens,21.0
2016-12-04,pop-songs,Hailee Steinfeld & Grey Featuring Zedd,9.0,5.0,9.0,Starving,28.0
2016-12-04,pop-songs,Maroon 5 Featuring Kendrick Lamar,10.0,1.0,10.0,Don't Wanna Know,23.0
2016-12-04,pop-songs,X Ambassadors,11.0,10.0,11.0,Unsteady,20.0
2016-12-04,pop-songs,Sia Featuring Kendrick Lamar,12.0,10.0,12.0,The Greatest,20.0
2016-12-04,pop-songs,Major Lazer Featuring Justin Bieber & MO,13.0,1.0,13.0,Cold Water,20.0
2016-12-04,pop-songs,Jon Bellion,16.0,10.0,14.0,All Time Low,26.0
2016-12-04,pop-songs,Kiiara,14.0,5.0,15.0,Gold,27.0
2016-12-04,pop-songs,Martin Garrix & Bebe Rexha,18.0,16.0,16.0,In The Name Of Love,18.0
2016-12-04,pop-songs,Niall Horan,17.0,12.0,17.0,This Town,20.0
2016-12-04,pop-songs,Rihanna,19.0,3.0,18.0,Love On The Brain,28.0
2016-12-04,pop-songs,Shawn Mendes,21.0,6.0,19.0,Mercy,25.0
2016-12-04,pop-songs,Fifth Harmony,20.0,19.0,20.0,That's My Girl,12.0
2016-12-04,pop-songs,Machine Gun Kelly x Camila Cabello,22.0,1.0,21.0,Bad Things,23.0
2016-12-04,pop-songs,Pitbull Featuring Flo Rida & LunchMoney Lewis,24.0,22.0,22.0,Greenlight,13.0
2016-12-04,pop-songs,D.R.A.M. Featuring Lil Yachty,23.0,22.0,23.0,Broccoli,12.0
2016-12-04,pop-songs,Frenship & Emily Warren,25.0,24.0,24.0,Capsize,15.0
2016-12-04,pop-songs,John Legend,26.0,19.0,25.0,Love Me Now,19.0
2016-12-04,pop-songs,Zara Larsson,28.0,26.0,26.0,Ain't My Fault,9.0
2016-12-04,pop-songs,Adele,32.0,18.0,27.0,Water Under The Bridge,20.0
2016-12-04,pop-songs,Dua Lipa,29.0,23.0,28.0,Blow Your Mind (Mwah),14.0
2016-12-04,pop-songs,Rae Sremmurd Featuring Gucci Mane,35.0,13.0,29.0,Black Beatles,16.0
2016-12-04,pop-songs,Kanye West,27.0,23.0,30.0,Fade,10.0
2016-12-04,pop-songs,DNCE,30.0,30.0,31.0,Body Moves,7.0
2016-12-04,pop-songs,Zay Hilfigerrr & Zayion McCall,31.0,30.0,32.0,Juju On That Beat (TZ Anthem),6.0
2016-12-04,pop-songs,OneRepublic,33.0,27.0,33.0,Kids,9.0
2016-12-04,pop-songs,Hey Violet,36.0,20.0,34.0,Guys My Age,17.0
2016-12-04,pop-songs,Nick Fradiani,34.0,29.0,35.0,All On You,14.0
2016-12-04,pop-songs,Lukas Graham,0.0,25.0,36.0,You're Not There,13.0
2016-12-04,pop-songs,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",37.0,21.0,37.0,Sucker For Pain,14.0
2016-12-04,pop-songs,Tory Lanez,38.0,19.0,38.0,Luv,16.0
2016-12-04,pop-songs,Jordan Fisher,39.0,39.0,39.0,Lookin' Like That,4.0
2016-12-04,pop-songs,Anne-Marie,0.0,34.0,40.0,Alarm,7.0
2016-12-11,pop-songs,The Chainsmokers Featuring Halsey,1.0,1.0,1.0,Closer,30.0
2016-12-11,pop-songs,Ariana Grande Featuring Nicki Minaj,3.0,1.0,2.0,Side To Side,24.0
2016-12-11,pop-songs,DJ Snake Featuring Justin Bieber,2.0,2.0,3.0,Let Me Love You,23.0
2016-12-11,pop-songs,The Weeknd Featuring Daft Punk,4.0,3.0,4.0,Starboy,21.0
2016-12-11,pop-songs,Bruno Mars,5.0,5.0,5.0,24K Magic,20.0
2016-12-11,pop-songs,Alessia Cara,7.0,1.0,6.0,Scars To Your Beautiful,33.0
2016-12-11,pop-songs,Maroon 5 Featuring Kendrick Lamar,10.0,1.0,7.0,Don't Wanna Know,23.0
2016-12-11,pop-songs,gnash Featuring Olivia O'Brien,6.0,5.0,8.0,I Hate U I Love U,25.0
2016-12-11,pop-songs,Hailee Steinfeld & Grey Featuring Zedd,9.0,5.0,9.0,Starving,28.0
2016-12-11,pop-songs,twenty one pilots,8.0,2.0,10.0,Heathens,21.0
2016-12-11,pop-songs,X Ambassadors,11.0,10.0,11.0,Unsteady,20.0
2016-12-11,pop-songs,Sia Featuring Kendrick Lamar,12.0,10.0,12.0,The Greatest,20.0
2016-12-11,pop-songs,Jon Bellion,14.0,10.0,13.0,All Time Low,26.0
2016-12-11,pop-songs,Niall Horan,17.0,12.0,14.0,This Town,20.0
2016-12-11,pop-songs,Rihanna,18.0,3.0,15.0,Love On The Brain,28.0
2016-12-11,pop-songs,Martin Garrix & Bebe Rexha,16.0,16.0,16.0,In The Name Of Love,18.0
2016-12-11,pop-songs,Machine Gun Kelly x Camila Cabello,21.0,1.0,17.0,Bad Things,23.0
2016-12-11,pop-songs,Major Lazer Featuring Justin Bieber & MO,13.0,1.0,18.0,Cold Water,20.0
2016-12-11,pop-songs,Shawn Mendes,19.0,6.0,19.0,Mercy,25.0
2016-12-11,pop-songs,Fifth Harmony,20.0,19.0,20.0,That's My Girl,12.0
2016-12-11,pop-songs,Rae Sremmurd Featuring Gucci Mane,29.0,13.0,21.0,Black Beatles,16.0
2016-12-11,pop-songs,Adele,27.0,18.0,22.0,Water Under The Bridge,20.0
2016-12-11,pop-songs,John Legend,25.0,19.0,23.0,Love Me Now,19.0
2016-12-11,pop-songs,Pitbull Featuring Flo Rida & LunchMoney Lewis,22.0,22.0,24.0,Greenlight,13.0
2016-12-11,pop-songs,Frenship & Emily Warren,24.0,24.0,25.0,Capsize,15.0
2016-12-11,pop-songs,Dua Lipa,28.0,23.0,26.0,Blow Your Mind (Mwah),14.0
2016-12-11,pop-songs,Zara Larsson,26.0,26.0,27.0,Ain't My Fault,9.0
2016-12-11,pop-songs,D.R.A.M. Featuring Lil Yachty,23.0,22.0,28.0,Broccoli,12.0
2016-12-11,pop-songs,OneRepublic,33.0,27.0,29.0,Kids,9.0
2016-12-11,pop-songs,Zay Hilfigerrr & Zayion McCall,32.0,30.0,30.0,Juju On That Beat (TZ Anthem),6.0
2016-12-11,pop-songs,Hey Violet,34.0,20.0,31.0,Guys My Age,17.0
2016-12-11,pop-songs,Lukas Graham,36.0,25.0,32.0,You're Not There,13.0
2016-12-11,pop-songs,The Weeknd Featuring Daft Punk,0.0,3.0,33.0,I Feel It Coming,23.0
2016-12-11,pop-songs,Nick Fradiani,35.0,29.0,34.0,All On You,14.0
2016-12-11,pop-songs,DNCE,31.0,30.0,35.0,Body Moves,7.0
2016-12-11,pop-songs,Tory Lanez,38.0,19.0,36.0,Luv,16.0
2016-12-11,pop-songs,Kanye West,30.0,23.0,37.0,Fade,10.0
2016-12-11,pop-songs,Flume Featuring Tove Lo,0.0,27.0,38.0,Say It,11.0
2016-12-11,pop-songs,Britney Spears Featuring Tinashe,0.0,27.0,39.0,Slumber Party,9.0
2016-12-11,pop-songs,Anne-Marie,40.0,34.0,40.0,Alarm,7.0
2016-12-18,pop-songs,Ariana Grande Featuring Nicki Minaj,2.0,1.0,1.0,Side To Side,24.0
2016-12-18,pop-songs,The Chainsmokers Featuring Halsey,1.0,1.0,2.0,Closer,30.0
2016-12-18,pop-songs,The Weeknd Featuring Daft Punk,4.0,3.0,3.0,Starboy,21.0
2016-12-18,pop-songs,Maroon 5 Featuring Kendrick Lamar,7.0,1.0,4.0,Don't Wanna Know,23.0
2016-12-18,pop-songs,Alessia Cara,6.0,1.0,5.0,Scars To Your Beautiful,33.0
2016-12-18,pop-songs,DJ Snake Featuring Justin Bieber,3.0,2.0,6.0,Let Me Love You,23.0
2016-12-18,pop-songs,Bruno Mars,5.0,5.0,7.0,24K Magic,20.0
2016-12-18,pop-songs,Hailee Steinfeld & Grey Featuring Zedd,9.0,5.0,8.0,Starving,28.0
2016-12-18,pop-songs,gnash Featuring Olivia O'Brien,8.0,5.0,9.0,I Hate U I Love U,25.0
2016-12-18,pop-songs,X Ambassadors,11.0,10.0,10.0,Unsteady,20.0
2016-12-18,pop-songs,twenty one pilots,10.0,2.0,11.0,Heathens,21.0
2016-12-18,pop-songs,Sia Featuring Kendrick Lamar,12.0,10.0,12.0,The Greatest,20.0
2016-12-18,pop-songs,Machine Gun Kelly x Camila Cabello,17.0,1.0,13.0,Bad Things,23.0
2016-12-18,pop-songs,Jon Bellion,13.0,10.0,14.0,All Time Low,26.0
2016-12-18,pop-songs,Rihanna,15.0,3.0,15.0,Love On The Brain,28.0
2016-12-18,pop-songs,Niall Horan,14.0,12.0,16.0,This Town,20.0
2016-12-18,pop-songs,Martin Garrix & Bebe Rexha,16.0,16.0,17.0,In The Name Of Love,18.0
2016-12-18,pop-songs,Shawn Mendes,19.0,6.0,18.0,Mercy,25.0
2016-12-18,pop-songs,Rae Sremmurd Featuring Gucci Mane,21.0,13.0,19.0,Black Beatles,16.0
2016-12-18,pop-songs,Fifth Harmony,20.0,19.0,20.0,That's My Girl,12.0
2016-12-18,pop-songs,Adele,22.0,18.0,21.0,Water Under The Bridge,20.0
2016-12-18,pop-songs,John Legend,23.0,19.0,22.0,Love Me Now,19.0
2016-12-18,pop-songs,The Weeknd Featuring Daft Punk,33.0,3.0,23.0,I Feel It Coming,23.0
2016-12-18,pop-songs,Dua Lipa,26.0,23.0,24.0,Blow Your Mind (Mwah),14.0
2016-12-18,pop-songs,Zayn / Taylor Swift,0.0,2.0,25.0,I Don't Wanna Live Forever (Fifty Shades Darker),22.0
2016-12-18,pop-songs,Hey Violet,31.0,20.0,26.0,Guys My Age,17.0
2016-12-18,pop-songs,OneRepublic,29.0,27.0,27.0,Kids,9.0
2016-12-18,pop-songs,Lukas Graham,32.0,25.0,28.0,You're Not There,13.0
2016-12-18,pop-songs,Pitbull Featuring Flo Rida & LunchMoney Lewis,24.0,22.0,29.0,Greenlight,13.0
2016-12-18,pop-songs,Drake,0.0,16.0,30.0,Fake Love,18.0
2016-12-18,pop-songs,Zara Larsson,27.0,26.0,31.0,Ain't My Fault,9.0
2016-12-18,pop-songs,Frenship & Emily Warren,25.0,24.0,32.0,Capsize,15.0
2016-12-18,pop-songs,Britney Spears Featuring Tinashe,39.0,27.0,33.0,Slumber Party,9.0
2016-12-18,pop-songs,Flume Featuring Tove Lo,38.0,27.0,34.0,Say It,11.0
2016-12-18,pop-songs,Zay Hilfigerrr & Zayion McCall,30.0,30.0,35.0,Juju On That Beat (TZ Anthem),6.0
2016-12-18,pop-songs,D.R.A.M. Featuring Lil Yachty,28.0,22.0,36.0,Broccoli,12.0
2016-12-18,pop-songs,Nick Fradiani,34.0,29.0,37.0,All On You,14.0
2016-12-18,pop-songs,Lady Gaga,0.0,17.0,38.0,Million Reasons,20.0
2016-12-18,pop-songs,Anne-Marie,40.0,34.0,39.0,Alarm,7.0
2016-12-18,pop-songs,Bebe Rexha,0.0,17.0,40.0,I Got You,15.0
2016-12-25,pop-songs,Ariana Grande Featuring Nicki Minaj,1.0,1.0,1.0,Side To Side,24.0
2016-12-25,pop-songs,Maroon 5 Featuring Kendrick Lamar,4.0,1.0,2.0,Don't Wanna Know,23.0
2016-12-25,pop-songs,Alessia Cara,5.0,1.0,3.0,Scars To Your Beautiful,33.0
2016-12-25,pop-songs,The Chainsmokers Featuring Halsey,2.0,1.0,4.0,Closer,30.0
2016-12-25,pop-songs,The Weeknd Featuring Daft Punk,3.0,3.0,5.0,Starboy,21.0
2016-12-25,pop-songs,Hailee Steinfeld & Grey Featuring Zedd,8.0,5.0,6.0,Starving,28.0
2016-12-25,pop-songs,Bruno Mars,7.0,5.0,7.0,24K Magic,20.0
2016-12-25,pop-songs,DJ Snake Featuring Justin Bieber,6.0,2.0,8.0,Let Me Love You,23.0
2016-12-25,pop-songs,Machine Gun Kelly x Camila Cabello,13.0,1.0,9.0,Bad Things,23.0
2016-12-25,pop-songs,Sia Featuring Kendrick Lamar,12.0,10.0,10.0,The Greatest,20.0
2016-12-25,pop-songs,X Ambassadors,10.0,10.0,11.0,Unsteady,20.0
2016-12-25,pop-songs,twenty one pilots,11.0,2.0,12.0,Heathens,21.0
2016-12-25,pop-songs,Rihanna,15.0,3.0,13.0,Love On The Brain,28.0
2016-12-25,pop-songs,Niall Horan,16.0,12.0,14.0,This Town,20.0
2016-12-25,pop-songs,Jon Bellion,14.0,10.0,15.0,All Time Low,26.0
2016-12-25,pop-songs,Martin Garrix & Bebe Rexha,17.0,16.0,16.0,In The Name Of Love,18.0
2016-12-25,pop-songs,Rae Sremmurd Featuring Gucci Mane,19.0,13.0,17.0,Black Beatles,16.0
2016-12-25,pop-songs,Shawn Mendes,18.0,6.0,18.0,Mercy,25.0
2016-12-25,pop-songs,Zayn / Taylor Swift,25.0,2.0,19.0,I Don't Wanna Live Forever (Fifty Shades Darker),22.0
2016-12-25,pop-songs,The Weeknd Featuring Daft Punk,23.0,3.0,20.0,I Feel It Coming,23.0
2016-12-25,pop-songs,Adele,21.0,18.0,21.0,Water Under The Bridge,20.0
2016-12-25,pop-songs,John Legend,22.0,19.0,22.0,Love Me Now,19.0
2016-12-25,pop-songs,Dua Lipa,24.0,23.0,23.0,Blow Your Mind (Mwah),14.0
2016-12-25,pop-songs,Fifth Harmony,20.0,19.0,24.0,That's My Girl,12.0
2016-12-25,pop-songs,Drake,30.0,16.0,25.0,Fake Love,18.0
2016-12-25,pop-songs,Hey Violet,26.0,20.0,26.0,Guys My Age,17.0
2016-12-25,pop-songs,Bebe Rexha,40.0,17.0,27.0,I Got You,15.0
2016-12-25,pop-songs,Lukas Graham,28.0,25.0,28.0,You're Not There,13.0
2016-12-25,pop-songs,OneRepublic,27.0,27.0,29.0,Kids,9.0
2016-12-25,pop-songs,Britney Spears Featuring Tinashe,33.0,27.0,30.0,Slumber Party,9.0
2016-12-25,pop-songs,Lady Gaga,38.0,17.0,31.0,Million Reasons,20.0
2016-12-25,pop-songs,Flume Featuring Tove Lo,34.0,27.0,32.0,Say It,11.0
2016-12-25,pop-songs,Amine,0.0,30.0,33.0,Caroline,9.0
2016-12-25,pop-songs,Anne-Marie,39.0,34.0,34.0,Alarm,7.0
2016-12-25,pop-songs,Nick Fradiani,37.0,29.0,35.0,All On You,14.0
2016-12-25,pop-songs,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",0.0,32.0,36.0,Do You Mind,6.0
2016-12-25,pop-songs,Daya,0.0,31.0,37.0,Words,9.0
2016-12-25,pop-songs,D.R.A.M. Featuring Lil Yachty,36.0,22.0,38.0,Broccoli,12.0
2016-12-25,pop-songs,Kaleo,0.0,36.0,39.0,Way Down We Go,7.0
2016-12-25,pop-songs,Fitz And The Tantrums,0.0,29.0,40.0,HandClap,13.0
2017-01-01,pop-songs,Ariana Grande Featuring Nicki Minaj,1.0,1.0,1.0,Side To Side,24.0
2017-01-01,pop-songs,Maroon 5 Featuring Kendrick Lamar,2.0,1.0,2.0,Don't Wanna Know,23.0
2017-01-01,pop-songs,Alessia Cara,3.0,1.0,3.0,Scars To Your Beautiful,33.0
2017-01-01,pop-songs,The Chainsmokers Featuring Halsey,4.0,1.0,4.0,Closer,30.0
2017-01-01,pop-songs,The Weeknd Featuring Daft Punk,5.0,3.0,5.0,Starboy,21.0
2017-01-01,pop-songs,Hailee Steinfeld & Grey Featuring Zedd,6.0,5.0,6.0,Starving,28.0
2017-01-01,pop-songs,DJ Snake Featuring Justin Bieber,8.0,2.0,7.0,Let Me Love You,23.0
2017-01-01,pop-songs,Bruno Mars,7.0,5.0,8.0,24K Magic,20.0
2017-01-01,pop-songs,Machine Gun Kelly x Camila Cabello,9.0,1.0,9.0,Bad Things,23.0
2017-01-01,pop-songs,Rihanna,13.0,3.0,10.0,Love On The Brain,28.0
2017-01-01,pop-songs,Sia Featuring Kendrick Lamar,10.0,10.0,11.0,The Greatest,20.0
2017-01-01,pop-songs,twenty one pilots,12.0,2.0,12.0,Heathens,21.0
2017-01-01,pop-songs,Niall Horan,14.0,12.0,13.0,This Town,20.0
2017-01-01,pop-songs,Jon Bellion,15.0,10.0,14.0,All Time Low,26.0
2017-01-01,pop-songs,Zayn / Taylor Swift,19.0,2.0,15.0,I Don't Wanna Live Forever (Fifty Shades Darker),22.0
2017-01-01,pop-songs,Rae Sremmurd Featuring Gucci Mane,17.0,13.0,16.0,Black Beatles,16.0
2017-01-01,pop-songs,Shawn Mendes,18.0,6.0,17.0,Mercy,25.0
2017-01-01,pop-songs,Martin Garrix & Bebe Rexha,16.0,16.0,18.0,In The Name Of Love,18.0
2017-01-01,pop-songs,The Weeknd Featuring Daft Punk,20.0,3.0,19.0,I Feel It Coming,23.0
2017-01-01,pop-songs,Adele,21.0,18.0,20.0,Water Under The Bridge,20.0
2017-01-01,pop-songs,John Legend,22.0,19.0,21.0,Love Me Now,19.0
2017-01-01,pop-songs,Drake,25.0,16.0,22.0,Fake Love,18.0
2017-01-01,pop-songs,Dua Lipa,23.0,23.0,23.0,Blow Your Mind (Mwah),14.0
2017-01-01,pop-songs,Bebe Rexha,27.0,17.0,24.0,I Got You,15.0
2017-01-01,pop-songs,Hey Violet,26.0,20.0,25.0,Guys My Age,17.0
2017-01-01,pop-songs,Lukas Graham,28.0,25.0,26.0,You're Not There,13.0
2017-01-01,pop-songs,Britney Spears Featuring Tinashe,30.0,27.0,27.0,Slumber Party,9.0
2017-01-01,pop-songs,Lady Gaga,31.0,17.0,28.0,Million Reasons,20.0
2017-01-01,pop-songs,Flume Featuring Tove Lo,32.0,27.0,29.0,Say It,11.0
2017-01-01,pop-songs,OneRepublic,29.0,27.0,30.0,Kids,9.0
2017-01-01,pop-songs,Amine,33.0,30.0,31.0,Caroline,9.0
2017-01-01,pop-songs,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",36.0,32.0,32.0,Do You Mind,6.0
2017-01-01,pop-songs,Daya,37.0,31.0,33.0,Words,9.0
2017-01-01,pop-songs,Anne-Marie,34.0,34.0,34.0,Alarm,7.0
2017-01-01,pop-songs,Fifth Harmony,24.0,19.0,35.0,That's My Girl,12.0
2017-01-01,pop-songs,Fitz And The Tantrums,40.0,29.0,36.0,HandClap,13.0
2017-01-01,pop-songs,Nick Fradiani,35.0,29.0,37.0,All On You,14.0
2017-01-01,pop-songs,D.R.A.M. Featuring Lil Yachty,38.0,22.0,38.0,Broccoli,12.0
2017-01-01,pop-songs,Clean Bandit Featuring Sean Paul & Anne-Marie,0.0,4.0,39.0,Rockabye,22.0
2017-01-01,pop-songs,Kaleo,39.0,36.0,40.0,Way Down We Go,7.0
2017-01-08,pop-songs,Ariana Grande Featuring Nicki Minaj,1.0,1.0,1.0,Side To Side,24.0
2017-01-08,pop-songs,Alessia Cara,3.0,1.0,2.0,Scars To Your Beautiful,33.0
2017-01-08,pop-songs,Maroon 5 Featuring Kendrick Lamar,2.0,1.0,3.0,Don't Wanna Know,23.0
2017-01-08,pop-songs,The Chainsmokers Featuring Halsey,4.0,1.0,4.0,Closer,30.0
2017-01-08,pop-songs,Hailee Steinfeld & Grey Featuring Zedd,6.0,5.0,5.0,Starving,28.0
2017-01-08,pop-songs,The Weeknd Featuring Daft Punk,5.0,3.0,6.0,Starboy,21.0
2017-01-08,pop-songs,DJ Snake Featuring Justin Bieber,7.0,2.0,7.0,Let Me Love You,23.0
2017-01-08,pop-songs,Bruno Mars,8.0,5.0,8.0,24K Magic,20.0
